id,Valid test,Lap Shear joint substrate aluminum thickness (m),Average thickness of the adhesive layer (m),Spacer shim thickness (m),Fillet,Mixing to Applied Pressure Time (s),Temperature at sample preparation (°C),Humidity at sample preparation (%),Actual experimental test temperature (°C),Test humidity (%),Extension shift (in),Max load (N),Max strength (Pa),Extension at Max Load (m),Area under the curve to max load - Riemann Sums (N.mm),Extension at complete failure (m),Total under the curve - Riemann Sums (N.mm),Adhesive underfilled,Adhesive fill quality,Mode-of-failure,Test frame,Load cell
355,1,0.00229,0.000433,0.000381,0,2400,24.1,54,25,45,-0.00886,7220,22400000,0.00166,6140,0.00181,7170,0,4,1,2,2
356,1,0.00229,0.000432,0.000381,0,2400,24.1,54,25,43,-0.00984,7310,22700000,0.00159,6220,0.00176,7410,0,4,1,2,2
357,1,0.00229,0.00044,0.000381,0,2400,24.1,54,25,43,-0.00846,7310,22700000,0.00164,6220,0.0018,7240,0,4,1,2,2
358,1,0.00229,0.000457,0.000381,0,2400,24.1,54,25,42,-0.00984,7470,23200000,0.00159,6270,0.00177,7540,0,4,1,2,2
359,1,0.00229,0.000441,0.000381,0,2400,24.1,54,25,42,-0.00925,7150,22200000,0.0016,5790,0.0018,7070,0,4,1,2,2
360,1,0.00114,0.000757,0.000762,0,2400,24.2,51,22.2,53,-0.00689,7570,23500000,0.00214,8830,0.0022,9270,0,4,1,2,2
361,1,0.00114,0.000765,0.000762,0,2400,24.2,51,22.9,48,-0.00689,7380,22900000,0.00212,8470,0.00226,9390,0,4,1,2,2
362,1,0.00114,0.000761,0.000762,0,2400,24.2,51,22.9,48,-0.00689,7450,23100000,0.00223,8730,0.00233,9360,0,4,1,2,2
363,1,0.00114,0.000745,0.000762,0,2400,24.2,51,22.9,48,-0.00689,7320,22700000,0.00215,8330,0.00222,8730,0,4,1,2,2
364,1,0.00114,0.000769,0.000762,0,2400,24.2,51,22.9,48,-0.00689,7310,22700000,0.00212,8410,0.00222,9050,0,4,1,2,2
365,1,0.00114,0.000775,0.000762,0,2400,24.4,50,23.1,48,-0.00689,7450,23100000,0.00215,8670,0.00218,8830,0,4,1,2,2
366,1,0.00114,0.000784,0.000762,0,2400,24.4,50,23.1,47,-0.00689,7450,23100000,0.00214,8630,0.00224,9280,0,4,1,2,2
367,1,0.00114,0.000778,0.000762,0,2400,24.4,50,23.1,47,-0.00689,7470,23200000,0.00218,8870,0.00224,9290,0,4,1,2,2
368,1,0.00114,0.000765,0.000762,0,2400,24.4,50,23.1,47,-0.00689,7420,23000000,0.00232,8960,0.00236,9220,0,4,1,2,2
369,1,0.00114,0.000761,0.000762,0,2400,24.4,50,23.1,47,-0.00689,7320,22700000,0.00216,8240,0.00219,8370,0,4,1,2,2
370,1,0.00114,0.00078,0.000762,0,2400,24.4,50,23.2,47,-0.00728,6090,18900000,0.00177,5530,0.0021,5880,0,4,1,2,2
371,1,0.00114,0.000817,0.000762,0,2400,24.4,50,23.2,47,-0.00689,6310,19600000,0.00196,6160,0.00201,6390,0,4,1,2,2
372,1,0.00114,0.000867,0.000762,0,2400,24.4,50,23.2,47,-0.00689,6090,18900000,0.00188,5730,0.00191,5880,0,4,1,2,2
373,1,0.00114,0.000834,0.000762,0,2400,24.4,50,23.2,47,-0.00689,6070,18800000,0.00187,5600,0.00191,5770,0,4,1,2,2
374,1,0.00114,0.000811,0.000762,0,2400,24.4,50,23.3,47,-0.00787,5870,18200000,0.0019,5270,0.0021,5690,0,4,1,2,2
375,1,0.00114,0.000783,0.000762,0,2400,24.4,50,23.3,48,-0.00689,6730,20900000,0.00206,6730,0.00207,6770,0,3,1,2,2
376,1,0.00114,0.000797,0.000762,0,2400,24.4,50,23.4,47,-0.00689,6630,20500000,0.00202,6740,0.0021,7190,0,3,1,2,2
377,1,0.00114,0.000856,0.000762,0,2400,24.4,50,23.4,46,-0.00689,6090,18900000,0.00177,5670,0.00185,6100,0,2,1,2,2
378,1,0.00114,0.00083,0.000762,0,2400,24.4,50,23.4,46,-0.00689,6440,20000000,0.00191,6350,0.00196,6580,0,2,1,2,2
379,1,0.00114,0.000827,0.000762,0,2400,24.4,50,23.4,46,-0.00689,6550,20300000,0.00216,6690,0.0022,6940,0,2,1,2,2
380,1,0.00152,0.000529,0.000762,0,2400,24.4,50,23.4,46,-0.00728,7650,23700000,0.00203,9050,0.0022,10300,0,4,1,2,2
381,1,0.00152,0.000539,0.000762,0,2400,24.4,50,23.4,46,-0.00689,7550,23400000,0.00175,6710,0.00216,9580,0,4,1,2,2
382,1,0.00152,0.000533,0.000762,0,2400,24.4,50,23.3,46,-0.00689,7750,24000000,0.00188,7330,0.00224,9930,0,4,1,2,2
383,1,0.00152,0.000522,0.000762,0,2400,24.4,50,23.3,46,-0.0065,7740,24000000,0.00181,7080,0.00219,9810,0,4,1,2,2
384,1,0.00152,0.000525,0.000762,0,2400,24.4,50,23.3,46,-0.00728,7860,24400000,0.00184,7360,0.00227,10700,0,4,1,2,2
385,1,0.00152,0.000571,0.000762,0,2400,24.4,50,23.3,47,-0.00787,7860,24400000,0.00178,7340,0.00209,9550,0,4,1,2,2
386,1,0.00152,0.000581,0.000762,0,2400,24.4,50,23.4,46,-0.00787,9050,28100000,0.00203,9350,0.0022,10600,0,4,1,2,2
387,1,0.00152,0.000582,0.000762,0,2400,24.4,50,23.4,46,-0.00787,9010,27900000,0.00211,9490,0.00213,9580,0,4,1,2,2
388,1,0.00152,0.000563,0.000762,0,2400,24.4,50,23.4,46,-0.00728,8960,27800000,0.00201,9280,0.00215,10200,0,4,1,2,2
389,1,0.00152,0.000566,0.000762,0,2400,24.4,50,23.4,46,-0.0065,9130,28300000,0.002,9380,0.0022,10800,0,4,1,2,2
390,1,0.00152,0.000623,0.000762,0,2400,24.2,51,23.3,46,-0.00787,7110,22000000,0.00166,6010,0.00168,6110,0,4,1,2,2
391,1,0.00152,0.000625,0.000762,0,2400,24.2,51,23.3,46,-0.00728,7130,22100000,0.00171,6160,0.00173,6270,0,4,1,2,2
392,1,0.00152,0.000601,0.000762,0,2400,24.2,51,23.4,47,-0.00787,7200,22300000,0.00176,6420,0.00191,7450,0,4,1,2,2
393,1,0.00152,0.000615,0.000762,0,2400,24.2,51,23.4,46,-0.00787,6950,21500000,0.00157,5640,0.00159,5730,0,4,1,2,2
394,1,0.00152,0.000621,0.000762,0,2400,24.2,51,23.4,46,-0.00787,6510,20200000,0.00144,4840,0.00145,4860,0,4,1,2,2
395,1,0.00152,0.000691,0.000762,0,2400,24.3,51,23.3,47,-0.00591,7450,23100000,0.00168,6550,0.00183,7490,0,4,1,2,2
396,1,0.00152,0.000688,0.000762,0,2400,24.3,51,23.4,46,-0.00689,6840,21200000,0.00164,5550,0.00185,6700,0,4,1,2,2
397,1,0.00152,0.000684,0.000762,0,2400,24.3,51,23.3,46,-0.00689,6970,21600000,0.00161,5770,0.00177,6730,0,4,1,2,2
398,1,0.00152,0.000719,0.000762,0,2400,24.3,51,23.2,47,-0.00689,7040,21800000,0.00161,5790,0.00171,6430,0,4,1,2,2
399,1,0.00152,0.000695,0.000762,0,2400,24.3,51,25,47,-0.00827,6700,20800000,0.00157,5500,0.00167,6080,0,4,1,2,2
400,1,0.00229,0.00063,0.000762,0,2400,24.2,51,23.4,47,-0.00728,9160,28400000,0.00204,8450,0.00247,11700,0,4,1,2,2
401,1,0.00229,0.000621,0.000762,0,2400,24.2,51,23.5,46,-0.00689,9720,30100000,0.00228,9830,0.00258,12100,0,4,1,2,2
402,1,0.00229,0.000608,0.000762,0,2400,24.2,51,23.5,47,-0.00689,9510,29500000,0.00218,9560,0.00259,12700,0,4,1,2,2
403,1,0.00229,0.000605,0.000762,0,2400,24.2,51,23.4,46,-0.0063,9030,28000000,0.00216,8760,0.00245,10900,0,4,1,2,2
404,1,0.00229,0.0006,0.000762,0,2400,24.2,51,23.5,46,-0.00689,10100,31500000,0.0023,10800,0.00253,12500,0,4,1,2,2
405,1,0.00229,0.000683,0.000762,0,2400,24.2,51,23.4,46,-0.00728,9710,30100000,0.00235,9900,0.00236,9940,0,4,1,2,2
406,1,0.00229,0.000679,0.000762,0,2400,24.2,51,23.4,45,-0.0065,9160,28400000,0.00207,8800,0.00222,9690,0,4,1,2,2
407,1,0.00229,0.000678,0.000762,0,2400,24.2,51,23.3,45,-0.00689,8950,27700000,0.00201,8260,0.00207,8580,0,4,1,2,2
408,1,0.00229,0.000704,0.000762,0,2400,24.2,51,23.3,45,-0.0065,9100,28200000,0.00229,8870,0.00232,9070,0,4,1,2,2
409,1,0.00229,0.000699,0.000762,0,2400,24.2,51,23.4,45,-0.0065,8710,27000000,0.00199,8060,0.00203,8260,0,4,1,2,2
410,1,0.00229,0.000774,0.000762,0,2400,24.2,51,23.3,46,-0.0065,7460,23100000,0.00172,6330,0.00197,8140,0,4,1,2,2
411,1,0.00229,0.000778,0.000762,0,2400,24.2,51,23.3,45,-0.0063,7200,22300000,0.0017,6050,0.00191,7490,0,4,1,2,2
412,1,0.00229,0.000775,0.000762,0,2400,24.2,51,23.4,46,-0.00591,7470,23100000,0.00168,6190,0.00185,7220,0,4,1,2,2
413,1,0.00229,0.000774,0.000762,0,2400,24.2,51,23.4,46,-0.00591,6510,20200000,0.00173,4980,0.00197,5580,0,4,1,2,2
414,1,0.00229,0.000743,0.000762,0,2400,24.2,51,23.3,46,-0.00591,6990,21700000,0.00168,5660,0.00186,6620,0,4,1,2,2
415,1,0.00229,0.000801,0.000762,0,2400,24.2,51,23.3,46,-0.00591,4510,14000000,0.00114,2490,0.00118,2640,0,4,1,2,2
416,1,0.00229,0.000792,0.000762,0,2400,24.2,51,23.3,47,-0.00689,6470,20100000,0.0015,4680,0.00151,4710,0,4,1,2,2
417,1,0.00229,0.000796,0.000762,0,2400,24.2,51,23.3,46,-0.0063,5910,18300000,0.00133,3810,0.00134,3890,0,4,1,2,2
418,1,0.00229,0.0008,0.000762,0,2400,24.2,51,23.2,46,-0.00728,6440,20000000,0.00153,4850,0.00156,4980,0,4,1,2,2
419,1,0.00229,0.000805,0.000762,0,2400,24.2,51,23.3,46,-0.00689,6320,19600000,0.00164,4790,0.00168,5030,0,4,1,2,2
420,1,0.00114,0.00122,0.001143,0,2400,24.5,51,23,57,-0.00984,5440,16800000,0.00262,6250,0.00269,6590,0,3,1,2,2
421,1,0.00114,0.00121,0.001143,0,2400,24.5,51,25,57,-0.00984,4540,14100000,0.00183,3970,0.00186,4070,0,0,1,2,2
422,1,0.00114,0.00121,0.001143,0,2400,24.5,51,25,58,-0.00984,4810,14900000,0.00192,4530,0.00195,4610,0,0,1,2,2
423,1,0.00114,0.00122,0.001143,0,2400,24.5,51,20.8,61,-0.00984,5650,17500000,0.00225,5550,0.00229,5770,0,3,1,2,2
424,1,0.00114,0.00122,0.001143,0,2400,24.5,51,20.8,60,-0.00925,5490,17000000,0.00192,5130,0.00193,5150,0,2,1,2,2
425,1,0.00114,0.00121,0.001143,0,2400,24.5,51,20.9,59,-0.00984,5790,18000000,0.00195,5440,0.00199,5630,0,4,1,2,2
426,1,0.00114,0.00119,0.001143,0,2400,24.5,51,20.9,59,-0.00984,5850,18100000,0.00207,5750,0.00211,5980,0,4,1,2,2
427,1,0.00114,0.00121,0.001143,0,2400,24.5,51,25,59,-0.0104,5290,16400000,0.00208,5410,0.00209,5430,0,0,1,2,2
428,1,0.00114,0.00119,0.001143,0,2400,24.5,51,25,59,-0.00886,4910,15200000,0.00181,4380,0.00184,4510,0,0,1,2,2
429,1,0.00114,0.00117,0.001143,0,2400,24.5,51,21,58,-0.00984,5190,16100000,0.002,4630,0.00201,4640,0,2,1,2,2
430,1,0.00114,0.00132,0.001143,0,2400,24.5,51,21,58,-0.00925,4710,14600000,0.00183,3930,0.00184,3950,0,2,1,2,2
431,1,0.00114,0.00128,0.001143,0,2400,24.5,51,21,57,-0.00984,3080,9550000,0.00126,1860,0.00126,1860,0,0,1,2,2
432,1,0.00114,0.00126,0.001143,0,2400,24.5,51,21,58,-0.00984,3060,9480000,0.0013,2060,0.00131,2090,0,1,1,2,2
433,1,0.00114,0.0013,0.001143,0,2400,24.5,51,21.1,57,-0.00984,3450,10700000,0.0014,2230,0.0014,2230,0,2,1,2,2
434,1,0.00114,0.0013,0.001143,0,2400,24.5,51,21,57,-0.00984,3670,11400000,0.00132,2340,0.00132,2340,0,2,1,2,2
435,1,0.00114,0.00107,0.001143,0,2400,24.5,51,21,57,-0.0104,4030,12500000,0.00139,2740,0.0014,2760,0,3,1,2,2
436,1,0.00114,0.00112,0.001143,0,2400,24.5,51,21,56,-0.0108,4430,13700000,0.00148,3190,0.00149,3210,0,4,1,2,2
437,1,0.00114,0.00114,0.001143,0,2400,24.5,51,21,56,-0.0104,4450,13800000,0.00159,3200,0.00203,3720,0,4,1,2,2
438,1,0.00114,0.00114,0.001143,0,2400,24.5,51,20.9,56,-0.0108,3340,10400000,0.00119,1890,0.0012,1900,0,4,1,2,2
439,1,0.00114,0.00117,0.001143,0,2400,24.5,51,20.9,56,-0.0108,4620,14300000,0.00168,3570,0.00168,3590,0,4,1,2,2
440,1,0.00152,0.00111,0.001143,0,2400,24.5,51,20.9,56,-0.00984,6120,19000000,0.00151,4840,0.00172,5840,0,2,1,2,2
441,1,0.00152,0.00112,0.001143,0,2400,24.5,51,20.9,56,-0.0104,6040,18700000,0.00155,4520,0.00156,4550,0,3,1,2,2
442,1,0.00152,0.00114,0.001143,0,2400,24.5,51,20.9,55,-0.00945,5730,17800000,0.00166,4400,0.00167,4410,0,2,1,2,2
443,1,0.00152,0.000782,0.001143,0,2400,24.5,51,21.1,54,-0.00984,4190,13000000,0.00126,2750,0.00128,2840,0,0,1,2,2
444,1,0.00152,0.00113,0.001143,0,2400,24.5,51,21,55,-0.00984,4380,13600000,0.00159,3970,0.00193,5360,0,0,1,2,2
445,1,0.00152,0.00104,0.001143,0,2400,24.5,50,20.9,55,-0.00984,6900,21400000,0.0017,5850,0.00186,6700,0,4,1,2,2
446,1,0.00152,0.00102,0.001143,0,2400,24.5,50,20.8,55,-0.0104,6990,21700000,0.00167,5550,0.00225,8950,0,4,1,2,2
447,1,0.00152,0.00103,0.001143,0,2400,24.5,50,20.8,55,-0.00984,7460,23100000,0.00182,6300,0.0021,7880,0,4,1,2,2
448,1,0.00152,0.001,0.001143,0,2400,24.5,50,20.9,55,-0.0104,7770,24100000,0.00171,6540,0.00172,6560,0,4,1,2,2
449,1,0.00152,0.00104,0.001143,0,2400,24.5,50,20.9,55,-0.00984,7230,22400000,0.00183,6660,0.00224,9060,0,4,1,2,2
450,1,0.00152,0.00117,0.001143,0,2400,24.4,51,20.9,52,-0.00984,5860,18200000,0.00191,4960,0.00251,6140,0,4,1,2,2
451,1,0.00152,0.00121,0.001143,0,2400,24.4,51,21,52,-0.00984,5370,16600000,0.00165,4100,0.00186,4940,0,4,1,2,2
452,1,0.00152,0.0012,0.001143,0,2400,24.4,51,21.1,52,-0.00984,4910,15200000,0.00175,3740,0.002,4120,0,4,1,2,2
453,1,0.00152,0.00123,0.001143,0,2400,24.4,51,21,51,-0.00945,5440,16900000,0.00162,4130,0.00182,4980,0,4,1,2,2
454,1,0.00152,0.00119,0.001143,0,2400,24.4,51,21.2,51,-0.00984,5550,17200000,0.00156,4130,0.00311,5330,0,4,1,2,2
455,1,0.00152,0.00108,0.001143,0,2400,24.5,51,21.3,51,-0.00984,6490,20100000,0.00216,6700,0.00258,9290,0,3,1,2,2
456,1,0.00152,0.000848,0.001143,0,2400,24.5,51,21.3,51,-0.00984,7160,22200000,0.00257,8230,0.003,11200,0,4,1,2,2
457,1,0.00152,0.000978,0.001143,0,2400,24.5,51,21.4,51,-0.00984,6460,20000000,0.00233,6870,0.00285,10000,0,3,1,2,2
458,1,0.00152,0.00106,0.001143,0,2400,24.5,51,21.5,51,-0.0108,6770,21000000,0.00219,6990,0.00313,9420,0,3,1,2,2
459,1,0.00152,0.00105,0.001143,0,2400,24.5,51,21.6,50,-0.00787,6810,21100000,0.00295,8210,0.00342,11100,0,3,1,2,2
460,1,0.00229,0.00116,0.001143,0,2400,24.5,51,21,50,-0.00925,8630,26700000,0.00239,8520,0.00281,11500,0,3,1,2,2
461,1,0.00229,0.00117,0.001143,0,2400,24.5,51,21,52,-0.00925,8710,27000000,0.00238,8750,0.00302,13100,0,3,1,2,2
462,1,0.00229,0.00117,0.001143,0,2400,24.5,51,21,52,-0.00886,8080,25100000,0.00222,7640,0.0031,13800,0,3,1,2,2
463,1,0.00229,0.00117,0.001143,0,2400,24.5,51,21,51,-0.00787,7530,23400000,0.00236,7840,0.00311,13000,0,3,1,2,2
464,1,0.00229,0.00114,0.001143,0,2400,24.5,51,21,52,-0.00925,7340,22700000,0.00223,6750,0.00297,11600,0,3,1,2,2
465,1,0.00229,0.00107,0.001143,0,2400,24.5,51,21,52,-0.00984,9150,28400000,0.00245,10200,0.00308,14800,0,3,1,2,2
466,1,0.00229,0.00109,0.001143,0,2400,24.5,51,21,52,-0.00787,7910,24500000,0.00328,14500,0.00344,15700,0,3,1,2,2
467,1,0.00229,0.00108,0.001143,0,2400,24.5,51,21,52,-0.00787,6040,18700000,0.00222,6730,0.00275,9760,0,2,1,2,2
468,1,0.00229,0.00107,0.001143,0,2400,24.5,51,21,52,-0.00846,5030,15600000,0.0023,6060,0.0026,7430,0,0,1,2,2
469,1,0.00229,0.00106,0.001143,0,2400,24.5,51,21,52,-0.00846,8350,25900000,0.00302,13700,0.00326,15500,0,4,1,2,2
470,1,0.00229,0.00116,0.001143,0,2400,24.5,51,21,52,-0.00886,7470,23100000,0.00242,8350,0.00299,12500,0,3,1,2,2
471,1,0.00229,0.00116,0.001143,0,2400,24.5,51,21,52,-0.00787,7360,22800000,0.00256,8270,0.00316,12400,0,3,1,2,2
472,1,0.00229,0.0012,0.001143,0,2400,24.5,51,21,52,-0.00925,7390,22900000,0.00247,8040,0.00341,10800,0,3,1,2,2
473,1,0.00229,0.00116,0.001143,0,2400,24.5,51,21,52,-0.00787,7510,23300000,0.00261,8270,0.00311,11700,0,3,1,2,2
474,1,0.00229,0.00115,0.001143,0,2400,24.5,51,21,52,-0.00728,7100,22000000,0.00224,6750,0.00261,8820,0,3,1,2,2
475,1,0.00229,0.0012,0.001143,0,2400,24.5,51,21,52,-0.00886,7040,21800000,0.00222,7020,0.00372,9530,0,3,1,2,2
476,1,0.00229,0.00119,0.001143,0,2400,24.5,51,21,52,-0.00787,7700,23900000,0.0028,11300,0.00315,13800,0,3,1,2,2
477,1,0.00114,0.00118,0.001143,0,2400,24,40,21,52,-0.00886,6410,19900000,0.00232,6220,0.00319,11600,0,2,1,3,3
478,1,0.00229,0.00117,0.001143,0,2400,24.5,51,21,52,-0.0104,7520,23300000,0.00286,10800,0.00323,13300,0,3,1,2,2
479,1,0.00229,0.00117,0.001143,0,2400,24.5,51,21,52,-0.00886,7010,21700000,0.00221,6950,0.00276,9120,0,4,1,2,2
480,1,0.00114,0.000783,0.000762,0,2400,24,40,24,22.9,-0.00354,7240,22400000,0.00211,8190,0.00215,8420,0,4,1,3,3
481,1,0.00114,0.000781,0.000762,0,2400,24,40,24.1,22.9,-0.00394,6350,19700000,0.00171,5690,0.00172,5710,0,4,1,3,3
482,1,0.00114,0.000775,0.000762,0,2400,24,40,24.1,22.4,-0.00394,6710,20800000,0.00193,6590,0.00193,6600,0,4,1,3,3
483,1,0.00114,0.000786,0.000762,0,2400,24,40,24.1,22.4,-0.00394,6360,19700000,0.00192,5920,0.00193,5950,0,4,1,3,3
484,1,0.00114,0.000786,0.000762,0,2400,24,40,24.1,22.9,-0.00394,7010,21700000,0.0019,7190,0.00196,7560,0,4,1,3,3
485,1,0.00114,0.000775,0.000762,0,2400,24,40,24,22.9,-0.00394,7040,21800000,0.00208,7650,0.00212,7900,0,4,1,3,3
486,1,0.00114,0.000788,0.000762,0,2400,24,40,24,22.9,-0.00394,6890,21400000,0.00201,7480,0.00211,8020,0,4,1,3,3
487,1,0.00114,0.000802,0.000762,0,2400,24,40,24.1,21.8,-0.00394,7000,21700000,0.00201,7630,0.0021,8110,0,4,1,3,3
488,1,0.00114,0.000793,0.000762,0,2400,24,40,24,21.8,-0.00394,7060,21900000,0.00203,7660,0.00214,8300,0,4,1,3,3
489,1,0.00114,0.000804,0.000762,0,2400,24,40,24.1,21.8,-0.00394,7030,21800000,0.0021,7770,0.0022,8340,0,4,1,3,3
490,1,0.00114,0.00086,0.000762,0,2400,24,40,23.5,15.1,-0.00492,5090,15800000,0.00143,3850,0.00193,4380,0,4,1,3,3
491,1,0.00114,0.00088,0.000762,0,2400,24,40,23.5,15.1,-0.00492,5560,17200000,0.00162,4590,0.0019,4940,0,4,1,3,3
492,1,0.00114,0.00087,0.000762,0,2400,24,40,23.6,15.1,-0.00394,5910,18300000,0.00174,5270,0.0018,5570,0,4,1,3,3
493,1,0.00114,0.00085,0.000762,0,2400,24,40,23.6,14,-0.00394,6060,18800000,0.00177,5600,0.00181,5820,0,4,1,3,3
494,1,0.00114,0.00077,0.000762,0,2400,24,40,23.6,14,-0.00394,6000,18600000,0.00169,5230,0.00172,5360,0,4,1,3,3
495,1,0.00114,0.00084,0.000762,0,2400,24,40,23.6,14,-0.00394,4880,15100000,0.00136,3420,0.00144,3500,0,4,1,3,3
496,1,0.00114,0.00084,0.000762,0,2400,24,40,23.6,14.6,-0.00394,4660,14500000,0.00122,2890,0.00123,2890,0,4,1,3,3
497,1,0.00114,0.000847,0.000762,0,2400,24,40,23.6,14,-0.00394,4500,13900000,0.00115,2610,0.00116,2620,0,4,1,3,3
498,1,0.00114,0.000861,0.000762,0,2400,24,40,23.7,14,-0.00394,3750,11600000,0.000922,1760,0.00111,2130,0,4,1,3,3
499,1,0.00114,0.000808,0.000762,0,2400,24,40,23.7,14,-0.00394,4540,14100000,0.00119,2790,0.00121,2830,0,4,1,3,3
500,1,0.00152,0.00077,0.000762,0,2400,24,40,23.7,14,-0.00394,7050,21900000,0.00158,5880,0.0016,5950,0,4,1,3,3
501,1,0.00152,0.00077,0.000762,0,2400,24,40,23.7,14,-0.00394,8040,24900000,0.00177,7140,0.00211,9350,0,4,1,3,3
502,1,0.00152,0.00078,0.000762,0,2400,24,40,23.7,14,-0.00394,7420,23000000,0.00174,6780,0.00192,7980,0,4,1,3,3
503,1,0.00152,0.0006,0.000762,0,2400,24,40,23.7,14,-0.00433,7230,22400000,0.00188,6970,0.00221,9120,0,4,1,3,3
504,1,0.00152,0.00079,0.000762,0,2400,24,40,23.8,14,-0.00394,7980,24700000,0.00185,7460,0.00221,9720,0,4,1,3,3
505,1,0.00152,0.0007,0.000762,0,2400,24,40,23.7,14,-0.00453,8300,25700000,0.00173,7290,0.00175,7450,0,4,1,3,3
506,1,0.00152,0.00073,0.000762,0,2400,24,40,23.8,14,-0.00394,7540,23400000,0.00172,6890,0.00189,8020,0,4,1,3,3
507,1,0.00152,0.00073,0.000762,0,2400,24,40,23.8,14,-0.00394,8100,25100000,0.00175,7220,0.00184,7840,0,4,1,3,3
508,1,0.00152,0.00073,0.000762,0,2400,24,40,23.8,14,-0.00394,8300,25700000,0.0019,7920,0.00201,8510,0,4,1,3,3
509,1,0.00152,0.00073,0.000762,0,2400,24,40,23.9,14,-0.00295,9160,28400000,0.00203,9140,0.0021,9520,0,4,1,3,3
510,1,0.00152,0.0008,0.000762,0,2400,24,40,23.9,14,-0.00591,6600,20500000,0.00165,5640,0.00186,6820,0,4,1,3,3
511,1,0.00152,0.00082,0.000762,0,2400,24,40,23.9,14,-0.00394,6940,21500000,0.00165,6090,0.00186,7240,0,4,1,3,3
512,1,0.00152,0.00082,0.000762,0,2400,24,40,23.9,14,-0.00531,6920,21500000,0.00174,6120,0.00195,7310,0,4,1,3,3
513,1,0.00152,0.00082,0.000762,0,2400,24,40,24,14,-0.00394,7050,21900000,0.00176,6450,0.002,7790,0,4,1,3,3
514,1,0.00152,0.00084,0.000762,0,2400,24,40,24,14,-0.00394,6840,21200000,0.00173,5970,0.00197,7310,0,4,1,3,3
515,1,0.00152,0.00078,0.000762,0,2400,24,40,24,14,-0.00394,7120,22100000,0.0016,5940,0.00191,7790,0,4,1,3,3
516,1,0.00152,0.00077,0.000762,0,2400,24,40,24,14,-0.00394,7540,23400000,0.00174,6730,0.00201,8430,0,4,1,3,3
517,1,0.00152,0.00077,0.000762,0,2400,24,40,24,14,-0.00433,7460,23100000,0.00183,6840,0.00199,7760,0,4,1,3,3
518,1,0.00152,0.00076,0.000762,0,2400,24,40,24,14,-0.00492,7040,21800000,0.00165,6000,0.00189,7360,0,4,1,3,3
519,1,0.00152,0.00077,0.000762,0,2400,24,40,24,14,-0.00394,7180,22200000,0.00179,6470,0.00204,7920,0,4,1,3,3
520,1,0.00229,0.00062,0.000762,0,2400,24,40,24,14,-0.00295,10400,32200000,0.00215,11100,0.00242,12800,0,4,1,3,3
521,1,0.00229,0.00057,0.000762,0,2400,24,40,24.1,14,-0.00394,7980,24700000,0.00172,6760,0.00215,9680,0,2,1,3,3
522,1,0.00229,0.00059,0.000762,0,2400,24,40,24.2,12.9,-0.00492,8850,27400000,0.00196,8030,0.00232,10600,0,2,1,3,3
523,1,0.00229,0.00058,0.000762,0,2400,24,40,24.2,13.5,-0.00453,8560,26500000,0.00181,7430,0.0022,10200,0,4,1,3,3
524,1,0.00229,0.00059,0.000762,0,2400,24,40,24.2,12.9,-0.00394,10200,31700000,0.00227,11200,0.0025,12800,0,4,1,3,3
525,1,0.00229,0.00067,0.000762,0,2400,24,40,24.1,12.9,-0.00531,9480,29400000,0.00199,9180,0.00201,9240,0,4,1,3,3
526,1,0.00229,0.0007,0.000762,0,2400,24,40,24.2,13.5,-0.00295,9710,30100000,0.00207,9710,0.00208,9740,0,4,1,3,3
527,1,0.00229,0.00066,0.000762,0,2400,24,40,24.2,13.5,-0.00295,9580,29700000,0.00203,9350,0.00204,9410,0,4,1,3,3
528,1,0.00229,0.00068,0.000762,0,2400,24,40,24.2,12.9,-0.00433,9690,30000000,0.00205,9610,0.00205,9650,0,4,1,3,3
529,1,0.00229,0.00069,0.000762,0,2400,24,40,24.2,12.9,-0.00394,10500,32500000,0.0023,11100,0.00236,11400,0,4,1,3,3
530,1,0.00229,0.00076,0.000762,0,2400,24,40,24.2,12.9,-0.00394,6500,20100000,0.00149,4750,0.00168,5630,0,4,1,3,3
531,1,0.00229,0.00073,0.000762,0,2400,24,40,24.2,12.9,-0.00335,6570,20400000,0.00155,5090,0.00179,6400,0,4,1,3,3
532,1,0.00229,0.00078,0.000762,0,2400,24,40,24.2,12.9,-0.00453,6370,19700000,0.00153,4680,0.00173,5530,0,4,1,3,3
533,1,0.00229,0.00074,0.000762,0,2400,24,40,24.2,12.9,-0.00453,6920,21500000,0.00166,5690,0.00187,6790,0,4,1,3,3
534,1,0.00229,0.00074,0.000762,0,2400,24,40,24.2,12.9,-0.00394,7130,22100000,0.00174,6230,0.00201,7940,0,4,1,3,3
535,1,0.00229,0.00072,0.000762,0,2400,24,40,24.2,12.9,-0.00453,7440,23000000,0.00176,6410,0.00202,8060,0,4,1,3,3
536,1,0.00229,0.00072,0.000762,0,2400,24,40,24.2,12.9,-0.00335,7540,23400000,0.00184,6730,0.00216,8940,0,4,1,3,3
537,1,0.00229,0.00072,0.000762,0,2400,24,40,24.2,12.9,-0.00492,7640,23700000,0.00178,6640,0.00211,8850,0,4,1,3,3
538,1,0.00229,0.00072,0.000762,0,2400,24,40,24.2,12.9,-0.00433,7240,22500000,0.00166,6020,0.00193,7670,0,4,1,3,3
539,1,0.00229,0.00072,0.000762,0,2400,24,40,24.2,12.9,-0.00433,7440,23100000,0.00171,6370,0.00205,8590,0,4,1,3,3
